pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,habitability_score
Kepler-1632 b,Kepler-1632,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,448.303558,0.004164,-0.004164,0.0,1.0846,,,0.0,1.66,0.73,-0.13,0.0,0.14809554,0.06512635,-0.01159784,0.0,,,,,,,,,,0.0,,,0.0,0.68,0.89,-0.16,0.0,232.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6070.0,161.0,-155.0,0.0,0.812,0.359,-0.063,0.0,0.844,0.093,-0.069,0.0,-0.76,0.3,-0.28,0.0,[Fe/H],4.546,0.042,-0.306,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m58.77s,294.4948769,+43d54m48.81s,43.9135575,716.76,6.705,-6.585,13.22,0.126,-0.126,11.66,0.018,-0.018,13.066,0.000366,-0.000366,2014-11-21,2014-12-18,2014-11-21,66.39884851137758
Kepler-1632 b,Kepler-1632,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,448.303558,0.004164,-0.004164,0.0,1.0846,,,0.0,1.66,0.73,-0.13,0.0,0.14809554,0.06512635,-0.01159784,0.0,,,,,,,,,,0.0,,,0.0,0.68,0.89,-0.16,0.0,232.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6070.0,161.0,-155.0,0.0,0.812,0.359,-0.063,0.0,0.844,0.093,-0.069,0.0,-0.76,0.3,-0.28,0.0,[Fe/H],4.546,0.042,-0.306,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m58.77s,294.4948769,+43d54m48.81s,43.9135575,716.76,6.705,-6.585,13.22,0.126,-0.126,11.66,0.018,-0.018,13.066,0.000366,-0.000366,2015-08-25,2015-09-24,2015-08-25,66.39884851137758
YZ Cet d,YZ Cet,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,4.6568,0.0004,-0.0004,0.0,0.0276,0.0007,-0.0007,0.0,,,,,,,,,1.21,0.2,-0.2,0.0,0.00380707,0.00062927,-0.00062927,0.0,Msini,0.02,0.25,-0.02,0.0,,,,,,,,,0.0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,M4 V,,,,,0.169,0.001,-0.001,0.0,0.13,0.01,-0.01,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,,,,,,,10.4294,0.000576,-0.000576,2019-03-25,2018-09,2019-03-28,66.07411121456839
Kepler-106 b,Kepler-106,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,6.16491696,,,0.0,0.0648879729,,,0.0,0.86,0.045,-0.045,0.0,0.07672419,0.00401464,-0.00401464,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.959,0.027,-0.027,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h03m27.36s,300.864006,+44d20m15.18s,44.3375497,444.322,6.101,-5.941,12.923,0.08,-0.08,11.431,0.018,-0.018,12.8391,0.000186,-0.000186,2024-02-21,2024-01,2024-02-21,65.92075552963648
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,60.8660974,0.0006497,-0.0006497,0.0,0.2465,,,0.0,1.39,0.07,-0.1,0.0,0.12400771,0.00624499,-0.00892142,0.0,,,,,,,,,,0.0,,,0.0,0.84,0.17,-0.16,0.0,244.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3808.0,69.0,-76.0,0.0,0.522,0.028,-0.035,0.0,0.539,0.03,-0.037,0.0,-0.02,0.15,-0.15,0.0,[Fe/H],4.734,0.033,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2017-05-08,2017-08-31 00:00,2017-05-08,65.78724125398494
Kepler-1981 b,Kepler-1981,0,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,453.543999,0.004065,-0.004065,0.0,1.1712,,,0.0,3.71,1.93,-0.56,0.0,0.3309846,0.17218336,-0.04995994,0.0,,,,,,,,,,0.0,,,0.0,1.26,1.95,-0.46,0.0,270.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6109.0,146.0,-186.0,0.0,1.179,0.614,-0.18,0.0,1.038,0.236,-0.117,0.0,-0.08,0.24,-0.3,0.0,[Fe/H],4.312,0.127,-0.292,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m54.11s,287.9754691,+38d44m25.08s,38.7402988,659.395,6.82,-6.684,13.563,0.114,-0.114,11.951,0.023,-0.023,13.3811,0.000244,-0.000244,2015-08-25,2015-09-24,2015-08-25,65.75131339879498
Kepler-1981 b,Kepler-1981,0,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,453.543999,0.004065,-0.004065,0.0,1.1712,,,0.0,3.71,1.93,-0.56,0.0,0.3309846,0.17218336,-0.04995994,0.0,,,,,,,,,,0.0,,,0.0,1.26,1.95,-0.46,0.0,270.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6109.0,146.0,-186.0,0.0,1.179,0.614,-0.18,0.0,1.038,0.236,-0.117,0.0,-0.08,0.24,-0.3,0.0,[Fe/H],4.312,0.127,-0.292,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m54.11s,287.9754691,+38d44m25.08s,38.7402988,659.395,6.82,-6.684,13.563,0.114,-0.114,11.951,0.023,-0.023,13.3811,0.000244,-0.000244,2014-11-21,2014-12-18,2014-11-21,65.75131339879498
YZ Cet b,YZ Cet,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,1.96876,0.00021,-0.00021,0.0,0.01557,0.00052,-0.00052,0.0,,,,,,,,,0.75,0.13,-0.13,0.0,0.00235975,0.00040902,-0.00040902,0.0,Msini,0.0,0.12,-0.12,0.0,,,,,,,,,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4.5,3056.0,60.0,-60.0,0.0,0.168,0.009,-0.009,0.0,0.13,0.013,-0.013,0.0,-0.26,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,,,,,,,10.4294,0.000576,-0.000576,2017-08-22,2017-09,2017-08-24,65.34074174672165
Kepler-1130 b,Kepler-1130,0,2,3,Transit,2016,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,5.45298175,,,0.0,0.059603315,,,0.0,0.848,0.1,-0.1,0.0,0.07565362,0.00892142,-0.00892142,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,0.95,0.021,-0.021,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m49.78s,285.207421,+45d23m03.60s,45.384333,249.343,1.802,-1.777,12.509,0.046,-0.046,10.662,0.016,-0.016,12.3956,0.000196,-0.000196,2024-02-21,2024-01,2024-02-21,65.22797561868849
Kepler-1634 b,Kepler-1634,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,374.876239,0.007107,-0.007107,0.0,1.0525,,,0.0,4.92,2.13,-1.19,0.0,0.43893376,0.1900262,-0.10616487,0.0,,,,,,,,,,0.0,,,0.0,1.49,1.96,-0.73,0.0,282.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5636.0,168.0,-169.0,0.0,1.354,0.587,-0.328,0.0,1.103,0.227,-0.155,0.0,0.42,0.06,-0.3,0.0,[Fe/H],4.218,0.197,-0.236,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m10.42s,294.043399,+45d08m23.35s,45.1398201,617.339,8.4325,-8.4325,14.636,0.126,-0.126,12.721,0.024,-0.024,14.486,0.000531,-0.000531,2014-11-21,2014-12-18,2014-11-21,65.21939423385194
Kepler-1634 b,Kepler-1634,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,374.876239,0.007107,-0.007107,0.0,1.0525,,,0.0,4.92,2.13,-1.19,0.0,0.43893376,0.1900262,-0.10616487,0.0,,,,,,,,,,0.0,,,0.0,1.49,1.96,-0.73,0.0,282.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5636.0,168.0,-169.0,0.0,1.354,0.587,-0.328,0.0,1.103,0.227,-0.155,0.0,0.42,0.06,-0.3,0.0,[Fe/H],4.218,0.197,-0.236,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m10.42s,294.043399,+45d08m23.35s,45.1398201,617.339,8.4325,-8.4325,14.636,0.126,-0.126,12.721,0.024,-0.024,14.486,0.000531,-0.000531,2015-08-25,2015-09-24,2015-08-25,65.21939423385194
Kepler-1634 b,Kepler-1634,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,374.878133,0.007791,-0.007791,0.0,1.0525,,,0.0,4.27,1.07,-1.18,0.0,0.38094454,0.09545917,-0.10527273,0.0,,,,,,,,,,0.0,,,0.0,1.49,1.15,-0.8,0.0,282.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5636.0,171.0,-171.0,0.0,1.354,0.341,-0.375,0.0,1.103,0.11,-0.146,0.0,0.42,0.05,-0.3,0.0,[Fe/H],4.218,0.214,-0.156,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m10.42s,294.043399,+45d08m23.35s,45.1398201,617.339,8.4325,-8.4325,14.636,0.126,-0.126,12.721,0.024,-0.024,14.486,0.000531,-0.000531,2017-05-08,2017-08-31 00:00,2017-05-08,65.21936020337546
Kepler-553 c,Kepler-553,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,328.240201,0.0003583,-0.0003583,0.0,0.9084,,,0.0,10.99,1.03,-0.51,0.0,0.98046382,0.0918906,-0.04549923,0.0,,,,,,,,,,0.0,,,0.0,0.59,0.18,-0.09,0.0,224.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5234.0,103.0,-103.0,0.0,0.854,0.08,-0.04,0.0,0.927,0.032,-0.059,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.542,0.028,-0.083,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.525,12.571,-12.571,15.034,0.229,-0.229,13.064,0.037,-0.037,14.9567,0.000346,-0.000346,2017-05-08,2017-08-31 00:00,2017-05-08,65.126780786158
Kepler-315 c,Kepler-315,0,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,265.467621,0.004382,-0.004382,0.0,0.7584,,,0.0,3.64,1.56,-0.41,0.0,0.32473961,0.13917412,-0.03657781,0.0,,,,,,,,,,0.0,,,0.0,1.24,1.63,-0.36,0.0,269.0,,,0.0,0.0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5724.0,182.0,-148.0,0.0,0.862,0.369,-0.096,0.0,0.824,0.122,-0.063,0.0,-0.4,0.32,-0.26,0.0,[Fe/H],4.483,0.076,-0.275,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m05.54s,298.0230967,+43d21m48.51s,43.3634761,1160.63,35.42,-35.42,15.546,0.115,-0.115,13.581,0.041,-0.041,15.2885,0.000383,-0.000383,2014-11-18,2014-12-04,2014-11-18,64.88619117107314
Kepler-315 c,Kepler-315,0,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,265.467621,0.004382,-0.004382,0.0,0.7584,,,0.0,3.64,1.56,-0.41,0.0,0.32473961,0.13917412,-0.03657781,0.0,,,,,,,,,,0.0,,,0.0,1.24,1.63,-0.36,0.0,269.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5724.0,182.0,-148.0,0.0,0.862,0.369,-0.096,0.0,0.824,0.122,-0.063,0.0,-0.4,0.32,-0.26,0.0,[Fe/H],4.483,0.076,-0.275,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m05.54s,298.0230967,+43d21m48.51s,43.3634761,1160.63,35.42,-35.42,15.546,0.115,-0.115,13.581,0.041,-0.041,15.2885,0.000383,-0.000383,2015-08-25,2015-09-24,2015-08-25,64.88619117107314
Kepler-315 c,Kepler-315,0,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,265.467621,0.004382,-0.004382,0.0,0.7584,,,0.0,3.64,1.56,-0.41,0.0,0.32473961,0.13917412,-0.03657781,0.0,,,,,,,,,,0.0,,,0.0,1.24,1.63,-0.36,0.0,269.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5724.0,182.0,-148.0,0.0,0.862,0.369,-0.096,0.0,0.824,0.122,-0.063,0.0,-0.4,0.32,-0.26,0.0,[Fe/H],4.483,0.076,-0.275,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m05.54s,298.0230967,+43d21m48.51s,43.3634761,1160.63,35.42,-35.42,15.546,0.115,-0.115,13.581,0.041,-0.041,15.2885,0.000383,-0.000383,2014-11-21,2014-12-18,2014-11-21,64.88619117107314
